[2019-08-07 09:37:11] trace  /app/ewei_shopv2_api.php?i=2&r=cacheset&version=&comefrom=wxapp&openid=sns_wa_oWJzS5E7NHxTSkIFc6Xms55-YGY4&mid=&merchid=&authkey=NTcyZGM1bk1ZL2hSVVptbHBVOVlrbVUrZW9nUmJTdEZNUVlxZTdQZUJxUGtSYmQybklQZzJOTVVZNGRPWDEwbGJzeGc3aW8v&timestamp=1565141831035 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 09:37:38] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=23&comefrom=wxapp&openid=sns_wa_oWJzS5E7NHxTSkIFc6Xms55-YGY4&mid=&merchid=&authkey=&timestamp=1565141858618 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 09:37:59] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5E7NHxTSkIFc6Xms55-YGY4&mid=&merchid=&authkey=&timestamp=1565141879841 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 09:38:00] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5E7NHxTSkIFc6Xms55-YGY4&mid=&merchid=&authkey=&timestamp=1565141879852 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 09:38:00] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5E7NHxTSkIFc6Xms55-YGY4&mid=&merchid=&authkey=&timestamp=1565141879906 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 09:38:06] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5E7NHxTSkIFc6Xms55-YGY4&mid=&merchid=&authkey=&timestamp=1565141886939 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 09:38:07] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=goodsdetail&comefrom=wxapp&openid=sns_wa_oWJzS5E7NHxTSkIFc6Xms55-YGY4&mid=&merchid=&authkey=&timestamp=1565141886973 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 09:38:08] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_detail&id=25&comefrom=wxapp&openid=sns_wa_oWJzS5E7NHxTSkIFc6Xms55-YGY4&mid=&merchid=&authkey=YTQ1Y1ZhU2tuWnBURy96OFNoMGJWaFdVY3Q4WXlFSm9yZkFJOUQ2ck9NdFVHT2hEbUQ2MFEyM2RtUTRWa3lBdmFQT0xOUHdxWVZheVBHU1E2eWFrdkw0MUJYejBEY3F3c2I0N08yRVpSOGg3OWc%3D&timestamp=1565141888487 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 09:38:09] trace  /app/ewei_shopv2_api.php?i=2&r=goods.get_comments&id=25&comefrom=wxapp&openid=sns_wa_oWJzS5E7NHxTSkIFc6Xms55-YGY4&mid=&merchid=&authkey=&timestamp=1565141889242 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 10:52:31] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1565146351024 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 10:52:31] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=&timestamp=1565146351024 yoxwechatbusinessModel::set_user:END
[2019-08-07 10:52:32] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1565146351039 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 10:52:32] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1565146351039 yoxwechatbusinessModel::set_user:END
[2019-08-07 10:52:32] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1565146351042 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 10:52:32] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1565146351042 yoxwechatbusinessModel::set_user:END
[2019-08-07 10:52:32] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1565146351040 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 10:52:32] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1565146351040 yoxwechatbusinessModel::set_user:END
[2019-08-07 10:52:33] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1565146351032 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 10:52:33] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1565146351032 yoxwechatbusinessModel::set_user:END
[2019-08-07 15:45:07] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=OTI3OXRSRnRnUHo2bWJoTHB2RS8yZmdnU2Rwbk5JZGRtaWdXMkc4TkF1Yy8ybUlPRDVFSXBKSDlQcnpLZzRWaGE3ZzR6VzRIY2FqNnZNT3RIcW11RDBrOHJ0aw%3D%3D&timestamp=1565163871844 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 15:45:07] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&authkey=OTI3OXRSRnRnUHo2bWJoTHB2RS8yZmdnU2Rwbk5JZGRtaWdXMkc4TkF1Yy8ybUlPRDVFSXBKSDlQcnpLZzRWaGE3ZzR6VzRIY2FqNnZNT3RIcW11RDBrOHJ0aw%3D%3D&timestamp=1565163871844 yoxwechatbusinessModel::set_user:END
[2019-08-07 15:45:07] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=OTI3OXRSRnRnUHo2bWJoTHB2RS8yZmdnU2Rwbk5JZGRtaWdXMkc4TkF1Yy8ybUlPRDVFSXBKSDlQcnpLZzRWaGE3ZzR6VzRIY2FqNnZNT3RIcW11RDBrOHJ0aw%3D%3D&timestamp=1565163871921 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 15:45:07] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=OTI3OXRSRnRnUHo2bWJoTHB2RS8yZmdnU2Rwbk5JZGRtaWdXMkc4TkF1Yy8ybUlPRDVFSXBKSDlQcnpLZzRWaGE3ZzR6VzRIY2FqNnZNT3RIcW11RDBrOHJ0aw%3D%3D&timestamp=1565163871921 yoxwechatbusinessModel::set_user:END
[2019-08-07 15:45:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=OTI3OXRSRnRnUHo2bWJoTHB2RS8yZmdnU2Rwbk5JZGRtaWdXMkc4TkF1Yy8ybUlPRDVFSXBKSDlQcnpLZzRWaGE3ZzR6VzRIY2FqNnZNT3RIcW11RDBrOHJ0aw%3D%3D&timestamp=1565163872008 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 15:45:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=OTI3OXRSRnRnUHo2bWJoTHB2RS8yZmdnU2Rwbk5JZGRtaWdXMkc4TkF1Yy8ybUlPRDVFSXBKSDlQcnpLZzRWaGE3ZzR6VzRIY2FqNnZNT3RIcW11RDBrOHJ0aw%3D%3D&timestamp=1565163872008 yoxwechatbusinessModel::set_user:END
[2019-08-07 15:45:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=OTI3OXRSRnRnUHo2bWJoTHB2RS8yZmdnU2Rwbk5JZGRtaWdXMkc4TkF1Yy8ybUlPRDVFSXBKSDlQcnpLZzRWaGE3ZzR6VzRIY2FqNnZNT3RIcW11RDBrOHJ0aw%3D%3D&timestamp=1565163872053 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 15:45:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=OTI3OXRSRnRnUHo2bWJoTHB2RS8yZmdnU2Rwbk5JZGRtaWdXMkc4TkF1Yy8ybUlPRDVFSXBKSDlQcnpLZzRWaGE3ZzR6VzRIY2FqNnZNT3RIcW11RDBrOHJ0aw%3D%3D&timestamp=1565163872053 yoxwechatbusinessModel::set_user:END
[2019-08-07 15:45:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=OTI3OXRSRnRnUHo2bWJoTHB2RS8yZmdnU2Rwbk5JZGRtaWdXMkc4TkF1Yy8ybUlPRDVFSXBKSDlQcnpLZzRWaGE3ZzR6VzRIY2FqNnZNT3RIcW11RDBrOHJ0aw%3D%3D&timestamp=1565163872092 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 15:45:08] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=OTI3OXRSRnRnUHo2bWJoTHB2RS8yZmdnU2Rwbk5JZGRtaWdXMkc4TkF1Yy8ybUlPRDVFSXBKSDlQcnpLZzRWaGE3ZzR6VzRIY2FqNnZNT3RIcW11RDBrOHJ0aw%3D%3D&timestamp=1565163872092 yoxwechatbusinessModel::set_user:END
[2019-08-07 15:45:40] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=NjJiMmFtWXVZZWZKQjdpVXpzc2hvRGRLcm1FQnlJYXlwMWpFdmNEeXk3UXBZUUIzLzV5aCt5WXMrd2R0ZTc3YURZMDZzaGNoNEs0NmJ3Z0ZKOFpZbVNwSUI0OA%3D%3D&timestamp=1565163905214 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 15:45:40] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=NjJiMmFtWXVZZWZKQjdpVXpzc2hvRGRLcm1FQnlJYXlwMWpFdmNEeXk3UXBZUUIzLzV5aCt5WXMrd2R0ZTc3YURZMDZzaGNoNEs0NmJ3Z0ZKOFpZbVNwSUI0OA%3D%3D&timestamp=1565163905214 yoxwechatbusinessModel::set_user:END
[2019-08-07 15:45:41] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=NjJiMmFtWXVZZWZKQjdpVXpzc2hvRGRLcm1FQnlJYXlwMWpFdmNEeXk3UXBZUUIzLzV5aCt5WXMrd2R0ZTc3YURZMDZzaGNoNEs0NmJ3Z0ZKOFpZbVNwSUI0OA%3D%3D&timestamp=1565163905255 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 15:45:41] trace  /app/ewei_shopv2_api.php?i=2&r=bargain.act&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=NjJiMmFtWXVZZWZKQjdpVXpzc2hvRGRLcm1FQnlJYXlwMWpFdmNEeXk3UXBZUUIzLzV5aCt5WXMrd2R0ZTc3YURZMDZzaGNoNEs0NmJ3Z0ZKOFpZbVNwSUI0OA%3D%3D&timestamp=1565163905255 yoxwechatbusinessModel::set_user:END
[2019-08-07 15:45:48] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.user.i_wand_up&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1565163912949 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 15:45:48] trace  /app/ewei_shopv2_api.php?i=2&r=yoxwechatbusiness.user.i_wand_up&isajax=1&comefrom=wxapp&openid=sns_wa_oWJzS5AqK5fXwChfll8RgA0GTRF4&mid=&merchid=&authkey=&timestamp=1565163912949 yoxwechatbusinessModel::set_user:END
[2019-08-07 23:59:54] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_cpinfos&comefrom=wxapp&openid=sns_wa_oWJzS5K_ZNiE5I7H-V3bRiPQ600c&mid=&merchid=&authkey=MmQ2MGsvcTIyZWRNYS8yUlpFeWJGUC9aQzBRZ2NpOExHb0NadUk2Z0xvbzJkMTFZZjlXQjdRNjU1SlRjM3U1QXVMUVJGOVUrS0hWTmdxSXVJQ0JoRDdWL29JVndobnZRSWpQQVVIblJxRVNpWFE%3D&timestamp=1565193593141 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 23:59:54] trace  /app/ewei_shopv2_api.php?i=2&r=black&comefrom=wxapp&openid=sns_wa_oWJzS5K_ZNiE5I7H-V3bRiPQ600c&authkey=MmQ2MGsvcTIyZWRNYS8yUlpFeWJGUC9aQzBRZ2NpOExHb0NadUk2Z0xvbzJkMTFZZjlXQjdRNjU1SlRjM3U1QXVMUVJGOVUrS0hWTmdxSXVJQ0JoRDdWL29JVndobnZRSWpQQVVIblJxRVNpWFE%3D&timestamp=1565193593040 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 23:59:54] trace  /app/ewei_shopv2_api.php?i=2&r=diypage&type=home&comefrom=wxapp&openid=sns_wa_oWJzS5K_ZNiE5I7H-V3bRiPQ600c&mid=&merchid=&authkey=MmQ2MGsvcTIyZWRNYS8yUlpFeWJGUC9aQzBRZ2NpOExHb0NadUk2Z0xvbzJkMTFZZjlXQjdRNjU1SlRjM3U1QXVMUVJGOVUrS0hWTmdxSXVJQ0JoRDdWL29JVndobnZRSWpQQVVIblJxRVNpWFE%3D&timestamp=1565193593076 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 23:59:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_hasnewcoupon&comefrom=wxapp&openid=sns_wa_oWJzS5K_ZNiE5I7H-V3bRiPQ600c&mid=&merchid=&authkey=MmQ2MGsvcTIyZWRNYS8yUlpFeWJGUC9aQzBRZ2NpOExHb0NadUk2Z0xvbzJkMTFZZjlXQjdRNjU1SlRjM3U1QXVMUVJGOVUrS0hWTmdxSXVJQ0JoRDdWL29JVndobnZRSWpQQVVIblJxRVNpWFE%3D&timestamp=1565193593131 yoxwechatbusinessModel::set_user:BEGIN
[2019-08-07 23:59:55] trace  /app/ewei_shopv2_api.php?i=2&r=shop.get_shopindex&comefrom=wxapp&openid=sns_wa_oWJzS5K_ZNiE5I7H-V3bRiPQ600c&mid=&merchid=&authkey=MmQ2MGsvcTIyZWRNYS8yUlpFeWJGUC9aQzBRZ2NpOExHb0NadUk2Z0xvbzJkMTFZZjlXQjdRNjU1SlRjM3U1QXVMUVJGOVUrS0hWTmdxSXVJQ0JoRDdWL29JVndobnZRSWpQQVVIblJxRVNpWFE%3D&timestamp=1565193593120 yoxwechatbusinessModel::set_user:BEGIN
